title,price,area,volume,type,year,no_rooms,no_bed,no_bath,no_floor,balcony,garden,interior
For rent: Apartment Rhododendronstraat 70 in Den Haag,"€1,250 per month",76 m²,187 m³,Apartment,1926,3,2,1,1,Present,Not present,Upholstered
For rent: House het Stift 23 in Weerselo,"€1,250 per month",135 m²,300 m³,House,1900,4,3,1,3,Not present,Present,nan
For rent: House Dokter Bärstraat in Roermond,"€1,850 per month",116 m²,320 m³,House,2018,4,2,1,2,nan,Present (125 m²),Furnished
For rent: House Winkeldijk 19 AR88 in Vinkeveen,"€1,300 per month",70 m²,nan,House,nan,3,2,1,nan,Not present,Present,Furnished
For rent: Apartment Surinameplein in Amsterdam,"€2,250 per month",70 m²,nan,Apartment,nan,3,2,1,nan,Present,Not present,Furnished
For rent: Apartment Halstersebaan in Heerle,€995 per month,52 m²,nan,Apartment,nan,3,2,1,nan,Not present,Present,Furnished
For rent: Apartment Hermonlaan 14 in Rotterdam,"€1,650 per month",80 m²,210 m³,Apartment,1989,3,2,1,1,Not present,"Present (54 m², located on the south-east)",Upholstered
For rent: Apartment Bentinckstraat in Amsterdam,"€2,500 per month",87 m²,nan,Apartment,nan,3,2,1,nan,Not present,Not present,Furnished
For rent: Apartment Griekenlandlaan in Oldenzaal,"€1,150 per month",90 m²,nan,Apartment,2022,3,2,1,nan,Present,nan,Upholstered
For rent: Apartment Baangracht 49 in Alkmaar,€850 per month,30 m²,72 m³,Apartment,1976,2,1,1,1,Not present,nan,nan
For rent: House Van Bockom Maaserf in Driebergen-Rijsenburg,"€2,800 per month",178 m²,nan,House,2016,6,5,2,nan,nan,nan,Furnished
For rent: Apartment Kouvenderstraat in Hoensbroek,€850 per month,95 m²,209 m³,Apartment,1920,4,3,2,2,Not present,Present (9 m²),nan
For rent: Apartment Holbeinstraat 57 1 in Amsterdam,"€2,750 per month",113 m²,275 m³,Apartment,1933,3,2,1,1,Present,nan,Upholstered
For rent: House Perikplein 73 in Enschede,"€1,250 per month",77 m²,200 m³,House,1998,4,3,1,1,Not present,Present,nan
For rent: Apartment Oppenheimstraat in Leiden,"€1,450 per month",70 m²,182 m³,Apartment,1960-1970,3,2,1,1,Present,Present,Upholstered
For rent: Apartment Hobbesteeg in Beverwijk,"€1,300 per month",83 m²,nan,Apartment,nan,3,2,1,nan,Present,Not present,Upholstered
For rent: Apartment Van Dorpstraat in Den Haag,"€1,950 per month",95 m²,285 m³,Apartment,1980,3,1,1,1,nan,Not present,Furnished
For rent: House Constantijn Huygensstraat in Almelo,€895 per month,99 m²,nan,House,nan,4,3,1,nan,Not present,Present (located on the west),Upholstered
For rent: Apartment Nicolaas Maesstraat in Amsterdam,"€3,150 per month",98 m²,nan,Apartment,nan,3,2,1,nan,Present,Not present,Upholstered
For rent: House Cruquiusweg in Heemstede,"€2,495 per month",136 m²,457 m³,House,1938,5,3,1,3,Present,"Present (116 m², located on the south)",Upholstered or furnished
For rent: Apartment Markt in Etten-Leur,€900 per month,60 m²,nan,Apartment,nan,2,1,1,nan,Not present,nan,Upholstered
For rent: House Bospolder in Honselersdijk,"€3,450 per month",190 m²,nan,House,nan,5,4,1,nan,Not present,"Present (850 m², located on the south)",Upholstered
For rent: Apartment Beestenmarkt 11 in Leiden,"€1,395 per month",64 m²,170 m³,Apartment,1901,2,1,nan,1,Not present,Not present,Furnished
For rent: Apartment Dorpstraat in Ulvenhout,"€2,500 per month",129 m²,652 m³,Apartment,2020,4,3,1,1,Present,Not present,Upholstered
For rent: House Bergse Linker Rottekade in Rotterdam,"€2,150 per month",165 m²,nan,House,1931,5,3,1,nan,Not present,Present,Upholstered
For rent: Apartment Fluitstraat in Rotterdam,"€1,350 per month",65 m²,nan,Apartment,nan,4,3,1,nan,Not present,Not present,Upholstered
For rent: Apartment Park de Kotten 81 in Enschede,€950 per month,84 m²,272 m³,Apartment,1960,3,2,1,1,Present,Not present,Shell
For rent: Apartment Parkweg in Nijmegen,€900 per month,60 m²,nan,Apartment,nan,2,1,1,nan,Not present,Not present,Furnished
For rent: Apartment Beukelsdijk in Rotterdam,"€1,750 per month",70 m²,nan,Apartment,2012,3,2,1,1,nan,Not present,Furnished
For rent: Apartment Paul Krugerstraat in Vlissingen,"€1,400 per month",88 m²,nan,Apartment,1951,4,3,1,2,Present,Not present,Furnished
For rent: Apartment Paul Krugerstraat in Vlissingen,"€1,400 per month",88 m²,nan,Apartment,1951,4,3,1,2,Present,Not present,Furnished
For rent: Apartment Boumaboulevard in Groningen,"€1,325 per month",104 m²,325 m³,Apartment,2011,4,3,1,1,Present,Not present,Upholstered
For rent: Apartment Zilvervlek in Breda,"€1,200 per month",78 m²,nan,Apartment,nan,2,1,1,1,nan,Present (40 m²),Furnished
For rent: Apartment Mijnsherenlaan in Rotterdam,"€1,495 per month",65 m²,nan,Apartment,1938,2,1,1,nan,Not present,Present,Upholstered
For rent: House Gein-Zuid 12 in Abcoude,"€3,000 per month",190 m²,nan,House,nan,4,3,1,nan,Not present,Present,Upholstered
For rent: Apartment Albert Cuypstraat 31 1 in Amsterdam,"€1,950 per month",50 m²,153 m³,Apartment,1890,2,1,1,1,Present,Not present,Upholstered or furnished
For rent: Apartment Rozengracht in Amsterdam,"€2,500 per month",80 m²,nan,Apartment,nan,2,1,1,nan,Present,Not present,Furnished
For rent: House De Smelen in Valkenswaard,"€5,975 per month",340 m²,nan,House,nan,8,4,nan,nan,Not present,Present,Furnished
For rent: House Johan Hieronimus Huijssenstraat in Middelburg,"€1,150 per month",110 m²,nan,House,nan,5,4,1,nan,Not present,Present (located on the south),Upholstered
For rent: House Oude Houtensepad 36 in Utrecht,"€1,800 per month",95 m²,270 m³,House,1930,4,3,1,3,Not present,Present,Upholstered
For rent: Apartment Professor Pieter Willemsstraat in Maastricht,"€1,395 per month",70 m²,nan,Apartment,nan,2,1,nan,nan,nan,Not present,Furnished
For rent: House Noordereiland 15 in Arnhem,"€1,295 per month",80 m²,220 m³,House,2019,3,1,1,2,Present,Not present,Furnished
For rent: Apartment Wibautstraat in Amsterdam,"€2,450 per month",105 m²,284 m³,Apartment,2011-2020,3,2,nan,1,Not present,Not present,Upholstered
For rent: Apartment Haarlemmerdijk in Amsterdam,"€2,150 per month",60 m²,148 m³,Apartment,1824,3,2,1,1,Not present,Not present,Upholstered
For rent: Apartment Oostersingel in Leeuwarden,"€1,080 per month",50 m²,nan,Apartment,nan,2,1,nan,1,nan,Not present,Upholstered
For rent: Apartment Nansenplaats 271 in Rotterdam,"€1,350 per month",104 m²,300 m³,Apartment,1972,4,3,1,1,Present,Not present,Upholstered
For rent: House Willibrorduslaan in Eersel,"€1,500 per month",130 m²,nan,House,1959,4,3,2,nan,Not present,Present,Upholstered
For rent: Apartment Tafelstraat in Maastricht,"€1,250 per month",42 m²,145 m³,Apartment,1628,2,1,1,1,Not present,Present,Furnished
For rent: Apartment Pales 13 in Weert,€925 per month,68 m²,200 m³,Apartment,2020,3,2,1,1,Present,Not present,nan
For rent: Studio Schagchelstraat 2 A in Haarlem,"€1,185 per month",33 m²,122 m³,Studio,1930,1,nan,1,1,nan,Not present,Furnished
For rent: Apartment Noorderhavenkade 37 c3 in Rotterdam,"€1,595 per month",80 m²,225 m³,Apartment,1910,4,1,1,2,Present,Not present,Upholstered
For rent: Studio Hoofdstraat in Sassenheim,€800 per month,30 m²,nan,Studio,nan,1,1,1,nan,Present,Not present,Upholstered
For rent: Room Gedempte Molenwijk in Heerenveen,€350 per month,25 m²,nan,Room,nan,1,nan,nan,nan,nan,nan,nan
For rent: Apartment Bogaardenstraat 8 C03 in Maastricht,"€1,060 per month",73 m²,nan,Apartment,2017,3,2,nan,nan,Not present,Not present,Shell
For rent: House De Vloeienwacht 8 in Maastricht,"€1,500 per month",130 m²,nan,House,2020,4,3,nan,nan,Not present,"Present (61 m², located on the north-west)",Shell
For rent: Apartment Struitenweg in Rotterdam,"€1,250 per month",85 m²,270 m³,Apartment,1940,3,2,1,3,Not present,Not present,nan
For rent: Apartment Huizerweg in Bussum,"€1,795 per month",105 m²,380 m³,Apartment,1930,3,2,1,2,Not present,Present (28 m²),nan
For rent: Apartment Joannes Wuijtiersstraat 27 in Heemskerk,"€2,355 per month",182 m²,491 m³,Apartment,2021,4,3,2,1,Present,Not present,nan
For rent: House Peter Martensstraat 14 2 pp in Amsterdam,"€3,100 per month",150 m²,537 m³,House,2011,6,4,1,4,Not present,"Present (27 m², located on the south-east)",Upholstered
For rent: Apartment Veerdijk in Wormer,"€2,500 per month",158 m²,445 m³,Apartment,1898,4,2,2,2,Not present,Not present,Upholstered or furnished
For rent: Apartment Pieter Nieuwlandstraat 113 Bis in Utrecht,"€2,250 per month",122 m²,336 m³,Apartment,1929,4,3,1,2,Not present,nan,nan
For rent: Apartment Kerkstraat 2 A in Zwolle,"€1,150 per month",50 m²,nan,Apartment,nan,2,1,1,nan,Not present,Not present,Shell
For rent: Apartment Hooigracht in Leiden,"€1,425 per month",30 m²,nan,Apartment,nan,2,1,1,nan,Not present,Not present,Upholstered
For rent: Apartment Fabriekstraat in Tilburg,€960 per month,32 m²,nan,Apartment,nan,2,1,1,nan,Not present,Present (located on the south),Furnished
For rent: Apartment Bronckhorststraat in Amsterdam,"€2,750 per month",92 m²,nan,Apartment,nan,3,2,1,nan,Present,Not present,Upholstered
For rent: Apartment Kerkstraat in Bussum,"€1,250 per month",100 m²,250 m³,Apartment,1930,3,2,1,1,Present,Not present,Upholstered
For rent: House Winschoterdiep in Groningen,"€1,250 per month",45 m²,135 m³,House,2000,2,1,nan,1,nan,Not present,Furnished
For rent: Apartment Minervaplein in Amsterdam,"€2,850 per month",111 m²,320 m³,Apartment,1926,3,1,1,1,Present,Not present,Furnished
For rent: Apartment Coehoornstraat in Arnhem,€840 per month,54 m²,nan,Apartment,nan,2,2,nan,nan,Present,Not present,Upholstered
For rent: House Fenkelstraat in Oudenbosch,"€1,500 per month",140 m²,550 m³,House,1709,6,4,1,3,Not present,"Present (162 m², located on the west)",nan
For rent: House Cappenersteeg in Gouda,"€1,295 per month",70 m²,175 m³,House,1890,2,1,nan,2,Present,Present,Furnished
For rent: House Imkersdreef 316 in Apeldoorn,€985 per month,92 m²,nan,House,1972,4,3,1,nan,Not present,Present,Shell
For rent: Apartment Canadalaan in Groningen,"€1,195 per month",100 m²,nan,Apartment,1964,4,3,1,nan,nan,nan,Upholstered
For rent: House Gestelsestraat in Eindhoven,"€1,850 per month",154 m²,nan,House,1939,7,5,2,nan,Not present,Present (located on the west),Upholstered
For rent: House Citadel 45 in Meteren,"€1,080 per month",108 m²,324 m³,House,2021-2030,9,3,nan,3,Not present,Present,nan
For rent: House Koningin Julianaweg 26 in Kockengen,"€2,250 per month",137 m²,500 m³,House,1971,7,4,1,3,nan,Present (78 m²),Furnished
For rent: Apartment Glacisstraat in Vlissingen,€850 per month,48 m²,nan,Apartment,1930,2,1,1,1,nan,Not present,Furnished
For rent: Apartment Coosje Buskenstraat in Vlissingen,"€1,150 per month",60 m²,nan,Apartment,1901,2,1,1,1,Present,Not present,Furnished
For rent: Studio Glacisstraat in Vlissingen,€750 per month,30 m²,nan,Studio,1930,1,nan,1,1,nan,Present,Furnished
For rent: Apartment Ocarinalaan in Rijswijk,"€1,695 per month",106 m²,339 m³,Apartment,1965,5,4,1,1,nan,Not present,Furnished
For rent: Apartment Jan Prinsstraat in Weesp,"€1,195 per month",57 m²,211 m³,Apartment,1962,2,1,1,1,Present,Not present,Upholstered
For rent: Apartment Marktstraat in Ede,"€1,250 per month",85 m²,nan,Apartment,2005,3,2,1,nan,Present,nan,Upholstered
For rent: Apartment Sterappelgaard in Arnhem,€980 per month,70 m²,nan,Apartment,nan,3,2,1,nan,Present,nan,Upholstered
For rent: House Baritonstraat in Helmond,"€1,850 per month",113 m²,379 m³,House,1970,4,3,nan,1,Not present,Not present,nan
For rent: House Volderhof in Helmond,"€2,000 per month",122 m²,495 m³,House,1982,5,4,nan,1,Not present,"Present (66 m², located on the north)",Upholstered
For rent: Apartment Kleine Kerkstraat 1 b in Steenbergen,"€1,000 per month",96 m²,nan,Apartment,1914,3,2,1,nan,Not present,Present (located on the east),nan
For rent: Apartment Coosje Buskenstraat in Vlissingen,€925 per month,37 m²,nan,Apartment,1901,2,1,1,1,nan,Not present,Furnished
For rent: Studio Vrijthof 21 in Maastricht,€825 per month,35 m²,nan,Studio,nan,1,1,1,nan,Not present,Not present,Upholstered
For rent: House Brantjesoever 9 in Purmerend,"€2,700 per month",165 m²,550 m³,House,2022,4,3,1,3,Not present,nan,Shell
For rent: Apartment Van de Veldestraat 7 bv in Amsterdam,"€4,750 per month",190 m²,515 m³,Apartment,1900,6,4,1,3,Present,nan,Upholstered
For rent: House Verlengde Maanderweg in Ede,"€1,375 per month",137 m²,343 m³,House,2019,4,3,1,1,Not present,Present (60 m²),Furnished
For rent: Apartment Jaarsveldstraat 118 in Den Haag,"€1,150 per month",63 m²,189 m³,Apartment,1938,3,2,1,1,Not present,nan,nan
For rent: Apartment Wijnkade in Rotterdam,"€1,500 per month",66 m²,nan,Apartment,1980,2,1,nan,nan,Present,Not present,Furnished
For rent: Apartment Lange Nering in Emmeloord,€850 per month,45 m²,120 m³,Apartment,2022,2,1,nan,1,nan,Present,Shell
For rent: Apartment Lange Nering in Emmeloord,€900 per month,50 m²,120 m³,Apartment,2022,2,1,nan,1,nan,Present,Shell
For rent: Apartment Dorpstraat in Nieuw-Vennep,"€1,325 per month",77 m²,nan,Apartment,1999,3,2,1,nan,Present,nan,Upholstered
For rent: Apartment Heugemerweg in Maastricht,"€1,695 per month",55 m²,nan,Apartment,2022,2,1,nan,nan,nan,Not present,Furnished
For rent: Apartment Grotenhuyshof 48 in Purmerend,"€1,350 per month",64 m²,195 m³,Apartment,2018,3,2,1,1,Present,Not present,Upholstered
For rent: House Schoolpad 4 in Diemen,"€2,250 per month",104 m²,244 m³,House,1959,4,3,1,3,nan,Present,Furnished
For rent: House Winkeldijk 19 AR88 in Vinkeveen,"€1,300 per month",70 m²,nan,House,nan,3,2,1,nan,Not present,Present,Furnished
For rent: Apartment Herdenkingsplein in Maastricht,"€1,300 per month",110 m²,nan,Apartment,nan,3,2,nan,nan,Present,Not present,Furnished
For rent: Apartment Schoonoordstraat in Rotterdam,€680 per month,60 m²,180 m³,Apartment,1902,2,1,nan,1,Not present,nan,Furnished
For rent: House B.S.F. von Suttnerstraat in Groningen,"€1,650 per month",131 m²,457 m³,House,1993,4,3,1,3,Not present,"Present (128 m², located on the north)",Upholstered
For rent: Room Celestraat in Zwolle,€291 per month,14 m²,nan,Room,nan,1,nan,nan,nan,nan,nan,Shell
For rent: Apartment Elisabeth Brugsmaweg in Den Haag,€950 per month,38 m²,100 m³,Apartment,1957,1,nan,1,1,Present,Not present,Furnished
For rent: Apartment Van Foreestweg in Delft,€780 per month,70 m²,nan,Apartment,1960,4,2,1,1,nan,Not present,Shell
For rent: Apartment Zwarteweg in Naarden,€739 per month,29 m²,nan,Apartment,nan,1,1,nan,nan,Not present,Not present,Upholstered
For rent: Apartment Abtstraat in Maastricht,€910 per month,40 m²,150 m³,Apartment,1735,2,1,nan,1,Not present,nan,nan
For rent: House Batsdijk in Ruurlo,"€1,250 per month",135 m²,nan,House,1988,4,3,nan,nan,nan,nan,Upholstered
For rent: Apartment de Favaugeplein 41 in Zandvoort,"€1,495 per month",20 m²,65 m³,Apartment,2020,1,nan,1,1,Not present,nan,Upholstered or furnished
For rent: Apartment Statenweg in Rotterdam,"€1,995 per month",103 m²,280 m³,Apartment,1932,6,5,1,2,Present,nan,nan
For rent: Apartment Brusselsestraat 73 in Maastricht,€895 per month,35 m²,nan,Apartment,nan,2,1,1,nan,Not present,Not present,Upholstered
For rent: Apartment Benthuizerstraat in Rotterdam,"€1,395 per month",59 m²,nan,Apartment,1898,3,2,nan,nan,Not present,Not present,Upholstered
For rent: House Vlindersingel 251 in Utrecht,"€2,250 per month",138 m²,464 m³,House,2015,6,4,1,3,Not present,Present (77 m²),Upholstered or furnished
For rent: Apartment Arend in Sassenheim,"€1,300 per month",71 m²,175 m³,Apartment,2018,3,2,1,1,Present,Present,Shell
For rent: Apartment Heereweg in Lisse,"€1,225 per month",70 m²,nan,Apartment,2017,3,2,1,nan,Present,nan,Upholstered
For rent: Apartment Randweg in Rotterdam,€995 per month,56 m²,nan,Apartment,nan,3,1,1,nan,Not present,Not present,Upholstered
For rent: Apartment Jan van Henegouwenweg 32 in Noordwijk,"€1,450 per month",58 m²,188 m³,Apartment,1978,2,1,1,1,Not present,"Present (9 m², located on the south-east)",Furnished
For rent: House Westeinde 68 A in Noordwijkerhout,"€2,750 per month",180 m²,612 m³,House,1965,5,3,1,1,Not present,Present (located on the west),Furnished
For rent: Apartment Sondauwhof 7 in Noordwijk,"€1,400 per month",82 m²,268 m³,Apartment,1970,3,2,1,1,Not present,nan,Upholstered
For rent: House Wilhelminastraat in Ulicoten,"€1,395 per month",107 m²,nan,House,1950,4,3,1,nan,Not present,Present,Furnished
For rent: Apartment Withof in Ulvenhout,"€1,446 per month",80 m²,nan,Apartment,nan,3,2,nan,nan,nan,Not present,Shell
For rent: Apartment Schoutenstraat in Utrecht,"€1,295 per month",60 m²,nan,Apartment,1900,2,1,1,nan,nan,nan,Upholstered
For rent: Apartment Hertogsingel 106 A in Maastricht,"€1,250 per month",35 m²,nan,Apartment,nan,2,1,1,nan,Not present,Present,Furnished
For rent: Apartment Palaceplein in Den Haag,"€2,350 per month",104 m²,nan,Apartment,nan,3,2,1,nan,Present,Not present,Furnished
For rent: Apartment Huis te Landelaan 15 F104 in Rijswijk,"€1,100 per month",40 m²,129 m³,Apartment,1962,2,1,1,1,Present,Present,Upholstered or furnished
For rent: Apartment Kruitschip in Leiden,"€2,400 per month",135 m²,nan,Apartment,nan,3,2,2,nan,Present,Not present,Furnished
For rent: Apartment Dam in Goes,"€1,500 per month",86 m²,nan,Apartment,2022,2,1,nan,1,nan,Present,Upholstered
For rent: Apartment Stationssingel in Rotterdam,"€2,200 per month",114 m²,nan,Apartment,nan,3,2,1,nan,Not present,"Present (25 m², located on the north-east)",Furnished
For rent: Studio Oudedijk in Rotterdam,"€1,395 per month",34 m²,nan,Studio,1916,1,1,nan,nan,Not present,Not present,Furnished
For rent: Apartment Minervaplein in Amsterdam,"€2,850 per month",111 m²,320 m³,Apartment,1926,3,1,1,1,Present,Not present,Furnished
For rent: House Gein-Zuid 12 in Abcoude,"€3,000 per month",190 m²,nan,House,nan,4,3,1,nan,Not present,Present,Upholstered
For rent: House Jacobus van Vessemsingel in Rotterdam,"€3,500 per month",207 m²,697 m³,House,1994,7,6,2,3,nan,Present,Upholstered
For rent: Apartment Herman Gorterlaan in Eindhoven,€925 per month,60 m²,183 m³,Apartment,1973,1,1,1,1,nan,Present,Upholstered
For rent: Apartment Samuel Mullerstraat in Rotterdam,€650 per month,113 m²,nan,Apartment,1924,3,1,1,1,nan,Not present,Upholstered
